stock,country,indicator,entry_date,entry_price,exit_price,pnl_pct,max_drawdown_pct,tier,hold_days
7552.HK,HK,S01,2025-12-11,1.44200003147125,1.46200001239777,1.3869611990309352,-3.883494664061428,,5
7552.HK,HK,S01,2025-12-15,1.4539999961853,1.45000004768372,-0.2750996225635664,-4.676750974580756,,5
8083.HK,HK,S01,2024-01-12,0.103000000119209,0.0820000022649765,-20.38834740769685,-27.1844632102626,,5
8083.HK,HK,S01,2024-05-22,0.0949999988079071,0.061999998986721,-34.73684235292793,-34.73684235292793,,5
8083.HK,HK,S01,2025-02-28,0.108000002801418,0.0820000022649765,-24.074073946320425,-28.703705939388623,,5
9609.HK,HK,S01,2025-12-12,11.3999996185303,9.22999954223633,-19.03508902550059,-19.03508902550059,,5
9609.HK,HK,S01,2025-12-18,10.75,9.55000019073486,-11.162788923396654,-17.39534777264261,,5
9609.HK,HK,S01,2025-12-23,10.3699998855591,8.96000003814697,-13.59691285412303,-15.332692093874456,,5
9618.HK,HK,S01,2024-01-08,101.199996948242,82.5,-18.4782584112191,-19.416990601821905,,5
9618.HK,HK,S01,2024-03-26,104.699996948242,103.300003051758,-1.3371479821303973,-2.4832841928412916,,5
9618.HK,HK,S01,2024-09-16,103.400001525879,135.899993896484,31.43132678046517,1.3539666394768846,,5
9618.HK,HK,S01,2025-02-18,156.600006103516,167.5,6.96040451574368,-1.4687119809162914,,5
9618.HK,HK,S01,2025-10-13,127.0,113.900001525879,-10.314959428441728,-13.30708781565276,,5
9626.HK,HK,S01,2024-03-25,85.3499984741211,111.300003051758,30.40422383312073,6.092565519158613,,5
9626.HK,HK,S01,2026-01-27,271.200012207031,170.699996948242,-37.0575260822881,-37.86873436002318,,5
9626.HK,HK,S01,2026-02-05,242.800003051758,182.600006103516,-24.794067624212136,-30.601318829439787,,5
9633.HK,HK,S01,2024-04-17,42.5,40.0499992370605,-5.764707677504713,-6.8235330020679985,,5
9633.HK,HK,S01,2024-10-16,29.3999996185303,34.7000007629395,18.027215010808053,3.061223231999461,,5
9660.HK,HK,S01,2024-11-13,4.23000001907349,3.97000002861023,-6.146571850848562,-9.456266987323875,,5
9660.HK,HK,S01,2024-11-18,4.07999992370605,3.44000005722046,-15.686271530717317,-15.686271530717317,,5
9660.HK,HK,S01,2024-11-25,4.19000005722046,3.58999991416931,-14.319812287763419,-19.093077360170486,,5
9660.HK,HK,S01,2024-12-02,4.23999977111816,3.41000008583069,-19.57546533236215,-21.69811055515081,,5
9660.HK,HK,S01,2024-12-04,4.23000001907349,3.73000001907349,-11.820330915968094,-21.513004296156243,,5
9660.HK,HK,S01,2024-12-11,3.97000002861023,3.59999990463257,-9.319902300030588,-16.37279825398324,,5
9660.HK,HK,S01,2024-12-19,3.58999991416931,3.76999998092651,5.013929556008085,-7.520891013419018,,5
9660.HK,HK,S01,2024-12-23,3.41000008583069,3.72000002861023,9.090907184068968,0.5865096898271204,,5
9660.HK,HK,S01,2025-03-03,8.75,5.59999990463257,-36.00000108991349,-47.99999782017303,,5
9660.HK,HK,S01,2025-03-11,8.92000007629395,5.80999994277954,-34.865472050607224,-48.991029688137886,,5
9660.HK,HK,S01,2025-06-02,7.05000019073486,7.36999988555908,4.5390026406632655,-13.191493333546145,,5
9660.HK,HK,S01,2025-06-10,7.40000009536743,7.23999977111816,-2.1621665160441568,-17.297299909626478,,5
9660.HK,HK,S01,2025-06-16,6.86999988555908,7.65999984741211,11.499271834248944,-10.917030749542219,,5
9666.HK,HK,S01,2024-08-21,7.30000019073486,8.61999988555908,18.082187127879266,-18.219183093053097,,5
9666.HK,HK,S01,2025-01-08,6.73999977111816,7.71000003814697,14.391695845234253,-1.0385711750936304,,5
9863.HK,HK,S01,2024-06-17,28.3500003814697,23.4500007629395,-17.28394903914347,-20.282186675942164,,5
